GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED,COMPLEXITY_TOTAL,BRANCH_RANK,LINE_RANK,CC_RANK,d_Branch,d_Line,d^2_Branch,d^2_Line
Apache Commons Configuration,org.apache.commons.configuration2.io,FileSystemLocationStrategy,0,10,0,0,0,342,7,117,0,63,124,244,2,4,240,-2,57600,4
Apache Commons Configuration,org.apache.commons.configuration2.io,VerifiableOutputStream,0,3,0,0,0,4,0,2,0,2,2,245,234,243,2,-9,4,81
Apache Commons Configuration,org.apache.commons.configuration2.io,VFSFileSystem.VFSURLStreamHandler,12,0,0,0,2,35,4,12,0,6,16,246,81,91,155,-10,24025,100
Apache Commons Configuration,org.apache.commons.configuration2.io,ProvidedURLLocationStrategy,0,6,0,0,0,5,0,3,0,2,3,247,226,227,20,-1,400,1
Apache Commons Configuration,org.apache.commons.configuration2.sync,NoOpSynchronizer,0,18,0,0,0,36,0,15,0,7,15,248,78,96,152,-18,23104,324
Apache Commons Configuration,org.apache.commons.configuration2.sync,LockMode,0,24,0,0,0,4,0,2,0,2,2,249,234,243,6,-9,36,81
Apache Commons Configuration,org.apache.commons.configuration2.plist,TokenMgrError,173,0,18,0,1,3,1,3,1,3,4,250,250,196,54,54,2916,2916
Apache Commons Configuration,org.apache.commons.configuration2.plist,XMLPropertyListConfiguration.ArrayNodeBuilder,0,18,0,0,0,24,0,22,0,15,22,251,114,65,186,49,34596,2401
Apache Commons Configuration,org.apache.commons.configuration2.plist,Token,14,20,0,0,0,13,0,7,0,6,7,252,165,154,98,11,9604,121
Apache Commons Configuration,org.apache.commons.configuration2.plist,PropertyListParser.JJCalls,0,3,0,0,2,1,2,1,2,1,3,253,273,227,26,46,676,2116
Apache Commons Configuration,org.apache.commons.configuration2.plist,PropertyListConfiguration.DateFieldParser,0,73,0,0,0,1,0,1,0,1,1,254,273,278,-24,-5,576,25
Apache Commons Configuration,org.apache.commons.configuration2.plist,PropertyListParserConstants,0,124,0,0,0,4,0,2,0,2,2,255,234,243,12,-9,144,81
Apache Commons Configuration,org.apache.commons.configuration2.reloading,ManagedReloadingDetector,0,22,0,0,1,35,1,17,1,12,18,256,81,79,177,2,31329,4
Apache Commons Configuration,org.apache.commons.configuration2.reloading,ReloadingEvent,0,22,0,0,0,47,1,18,0,5,19,257,59,75,182,-16,33124,256
Apache Commons Configuration,org.apache.commons.configuration2.tree,ModelTransaction.AddAttributeOperation,0,21,0,0,0,45,0,14,0,12,14,258,60,101,157,-41,24649,1681
Apache Commons Configuration,org.apache.commons.configuration2.tree,NodeNameMatchers,0,24,0,0,0,5,0,2,0,2,2,259,226,243,16,-17,256,289
Apache Commons Configuration,org.apache.commons.configuration2.tree,ModelTransaction.ChangeNodeValueOperation,0,16,0,0,0,16,0,16,0,16,16,260,149,91,169,58,28561,3364
Apache Commons Configuration,org.apache.commons.configuration2.tree,NodeNameMatchers.new NodeNameMatchers() {...},0,12,0,0,0,22,1,7,0,2,8,261,124,147,114,-23,12996,529
Apache Commons Configuration,org.apache.commons.configuration2.tree,NodeNameMatchers.new NodeNameMatchers() {...},0,12,0,0,0,25,0,11,0,3,11,262,111,125,137,-14,18769,196
Apache Commons Configuration,org.apache.commons.configuration2.tree,NodeCombiner,0,31,0,0,0,33,0,18,0,7,18,263,88,79,184,9,33856,81
Apache Commons Configuration,org.apache.commons.configuration2.tree,TrackedNodeHandler,0,21,0,0,0,23,0,9,0,9,9,264,121,136,128,-15,16384,225
Apache Commons Configuration,org.apache.commons.configuration2.tree,ModelTransaction.AddAttributesOperation,0,16,0,0,0,33,0,14,0,9,14,265,88,101,164,-13,26896,169
Apache Commons Configuration,org.apache.commons.configuration2.tree,ModelTransaction.ChangeNodeNameOperation,0,16,0,0,0,37,0,16,0,10,16,266,76,91,175,-15,30625,225
Apache Commons Configuration,org.apache.commons.configuration2.tree,ConfigurationNodeVisitorAdapter,1,6,0,0,17,33,8,13,6,10,21,267,88,67,200,21,40000,441
Apache Commons Configuration,org.apache.commons.configuration2.tree,NodeCombiner.new AbstractImmutableNodeHandler() {...},4,3,0,0,0,32,1,9,0,6,10,268,93,129,139,-36,19321,1296
Apache Commons Configuration,org.apache.commons.configuration2.tree,ModelTransaction.Operation,0,6,0,0,5,18,2,6,1,5,8,269,139,147,122,-8,14884,64
Apache Commons Configuration,org.apache.commons.configuration2.tree,ModelTransaction.RemoveAttributeOperation,0,16,0,0,0,4,0,2,0,2,2,270,234,243,27,-9,729,81
Apache Commons Configuration,org.apache.commons.configuration2.tree,ModelTransaction.new ConfigurationNodeVisitorAdapter() {...},0,23,0,0,0,84,0,49,0,27,49,271,31,26,245,5,60025,25
Apache Commons Configuration,org.apache.commons.configuration2.tree,NodeHandlerDecorator,0,86,0,0,1,4,2,2,1,2,4,272,234,196,76,38,5776,1444
Apache Commons Configuration,org.apache.commons.configuration2.tree,DefaultExpressionEngineSymbols.Builder,0,66,0,0,2,0,2,0,2,0,2,273,279,243,30,36,900,1296
Apache Commons Configuration,org.apache.commons.configuration2.interpol,StringLookupAdapter,0,14,0,0,2,0,2,0,2,0,2,274,279,243,31,36,961,1296
Apache Commons Configuration,org.apache.commons.configuration2.interpol,ExprLookup.Variables,13,7,2,0,0,34,0,4,0,4,4,275,85,196,79,-111,6241,12321
Apache Commons Configuration,org.apache.commons.configuration2.interpol,SystemPropertiesLookup,8,0,0,0,0,14,0,5,0,5,5,276,159,178,98,-19,9604,361
Apache Commons Configuration,org.apache.commons.configuration2.interpol,EnvironmentLookup,6,0,0,0,0,3,0,2,0,2,2,277,250,243,34,7,1156,49
Apache Commons Configuration,org.apache.commons.configuration2.interpol,DefaultLookups,0,293,0,0,0,8,0,4,0,4,4,278,189,196,82,-7,6724,49
Apache Commons Configuration,org.apache.commons.configuration2.interpol,InterpolatorSpecification,0,39,0,0,0,10,0,10,0,6,10,279,176,129,150,47,22500,2209
Apache Commons Configuration,org.apache.commons.configuration2.interpol,DummyLookup,0,16,0,0,9,0,5,0,3,0,5,280,279,178,102,101,10404,10201
Apache Commons Configuration,org.apache.commons.configuration2.web,ServletConfiguration,0,26,0,0,0,9,0,4,0,4,4,281,183,196,85,-13,7225,169
Apache Commons Configuration,org.apache.commons.configuration2.web,AppletConfiguration,45,0,4,0,0,6,0,3,0,3,3,282,211,227,55,-16,3025,256
Apache Commons Configuration,org.apache.commons.configuration2.web,ServletContextConfiguration,0,29,0,0,1,16,2,6,0,3,8,283,149,147,136,2,18496,4
Apache Commons Configuration,org.apache.commons.configuration2.web,ServletFilterConfiguration,0,21,0,0,5,30,5,19,4,10,24,284,98,60,224,38,50176,1444
Apache Commons Configuration,org.apache.commons.configuration2.spring,ConfigurationPropertySource,29,11,2,0,7,3,3,2,2,2,5,285,250,178,107,72,11449,5184
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Line,,
,,,,,,,,,,,,,Branch ,,,,,,,
,,,,,,,,,,,,,,,,,,Sum of d^2,210236,
,,,,,,,,,,,,,Sum of d^2,3153120,,,,Numerator,1261416,
,,,,,,,,,,,,,Numerator,18918720,,,,,,
,,,,,,,,,,,,,,,,,,n,285,
,,,,,,,,,,,,,n,285,,,,n^3,23149125,
,,,,,,,,,,,,,n^3,23149125,,,,Denominator,23148840,
,,,,,,,,,,,,,Denominator,23148840,,,,,,
,,,,,,,,,,,,,,,,,,r,0.945508457,
,,,,,,,,,,,,,r,0.182735722,,,,,,
